-0.91475126800484E+03 2.198794
-0.91477823468302E+03 2.190819
-0.91480378050383E+03 2.182845
-0.91482797561806E+03 2.174871
-0.91485088666691E+03 2.166897
-0.91487257695602E+03 2.158924
-0.91489310662260E+03 2.150950
-0.91491253279579E+03 2.142977
-0.91493090975014E+03 2.135004
-0.91494828905205E+03 2.127031
-0.91496471970007E+03 2.119059
-0.91498024825828E+03 2.111086
-0.91499491898335E+03 2.103114
-0.91500877394547E+03 2.095142
-0.91502185314314E+03 2.087170
-0.91503419461206E+03 2.079199
-0.91504583452836E+03 2.071227
-0.91505680730641E+03 2.063256
-0.91506714569136E+03 2.055285
-0.91507688084655E+03 2.047315
-0.91508604243611E+03 2.039344
-0.91509465870338E+03 2.031374
-0.91511036157714E+03 2.015435
-0.91511749820833E+03 2.007465
-0.91512418969426E+03 1.999496
-0.91513045819997E+03 1.991527
-0.91513632485424E+03 1.983558
-0.91514180980184E+03 1.975590
-0.91514693225261E+03 1.967621
-0.91515171052807E+03 1.959653
-0.91515616210532E+03 1.951686
-0.91516030365842E+03 1.943718
-0.91516415109778E+03 1.935751
-0.91516771960710E+03 1.927784
-0.91517102367867E+03 1.919818
-0.91517407714639E+03 1.911851
-0.91517689321750E+03 1.903885
-0.91517948450221E+03 1.895919
-0.91518186304213E+03 1.887954
-0.91518404033694E+03 1.879989
-0.91518602737007E+03 1.872024
-0.91518783463274E+03 1.864059
-0.91518947214687E+03 1.856095
-0.91519094948701E+03 1.848131
-0.91519227580103E+03 1.840167
-0.91519345982992E+03 1.832204
-0.91519450992629E+03 1.824241
-0.91519543407250E+03 1.816278
-0.91519623989741E+03 1.808316
-0.91519693469263E+03 1.800354
-0.91519752542775E+03 1.792392
-0.91519801876499E+03 1.784431
-0.91519873844036E+03 1.768509
-0.91519897668731E+03 1.760549
-0.91519914137854E+03 1.752589
-0.91519923783388E+03 1.744629
-0.91519927113853E+03 1.736670
-0.91519924618623E+03 1.728711
-0.91519916756362E+03 1.720753
-0.91519903974333E+03 1.712795
-0.91519886697154E+03 1.704837
-0.91519865330574E+03 1.696880
-0.91519840262291E+03 1.688923
-0.91519811862637E+03 1.680966
-0.91519780485295E+03 1.673010
-0.91519746467935E+03 1.665055
-0.91519710132819E+03 1.657099
-0.91519671787401E+03 1.649145
-0.91519631724846E+03 1.641190
-0.91519590224571E+03 1.633236
-0.91519547552717E+03 1.625283
-0.91519503962623E+03 1.617330
-0.91519459695262E+03 1.609378
-0.91519414979647E+03 1.601426
-0.91519370033243E+03 1.593474
-0.91519325062337E+03 1.585523
-0.91519280262382E+03 1.577572
-0.91519235818366E+03 1.569622
-0.91519191905121E+03 1.561673
-0.91519148687643E+03 1.553724
-0.91519106321383E+03 1.545775
-0.91519064952552E+03 1.537827
-0.91519024718379E+03 1.529880
-0.91518985747387E+03 1.521933
-0.91518948159649E+03 1.513987
-0.91518912067024E+03 1.506041
-0.91518877573394E+03 1.498096
-0.91518844774898E+03 1.490151
-0.91518813760128E+03 1.482207
-0.91518784610348E+03 1.474264
-0.91518757399685E+03 1.466321
-0.91518732195294E+03 1.458379
-0.91518709057559E+03 1.450437
-0.91518688040225E+03 1.442496
-0.91518669190556E+03 1.434556
-0.91518652549474E+03 1.426617
-0.91518638151666E+03 1.418678
-0.91518626025713E+03 1.410740
-0.91518616194155E+03 1.402802
-0.91518608673597E+03 1.394865
-0.91518603474763E+03 1.386929
-0.91518600602529E+03 1.378994
-0.91518600055986E+03 1.371060
-0.91518601828449E+03 1.363126
-0.91518605907439E+03 1.355193
-0.91518612274693E+03 1.347261
-0.91518620906131E+03 1.339329
-0.91518631771808E+03 1.331399
-0.91518644835845E+03 1.323469
-0.91518660056369E+03 1.315540
-0.91518677385412E+03 1.307612
-0.91518696768801E+03 1.299685
-0.91518718146052E+03 1.291759
-0.91518741450216E+03 1.283833
-0.91518766607740E+03 1.275909
-0.91518793538309E+03 1.267985
-0.91518822154655E+03 1.260063
-0.91518852362381E+03 1.252141
-0.91518884059745E+03 1.244221
-0.91518917137461E+03 1.236302
-0.91518951478456E+03 1.228383
-0.91518986957633E+03 1.220466
-0.91519023441627E+03 1.212550
-0.91519060788520E+03 1.204634
-0.91519098847576E+03 1.196720
-0.91519137458948E+03 1.188807
-0.91519176453356E+03 1.180896
-0.91519215651772E+03 1.172985
-0.91519254865092E+03 1.165076
-0.91519293893764E+03 1.157168
-0.91519332527418E+03 1.149261
-0.91519370544487E+03 1.141356
-0.91519407711780E+03 1.133452
-0.91519443784057E+03 1.125549
-0.91519478503562E+03 1.117647
-0.91519511599554E+03 1.109747
-0.91519542787789E+03 1.101849
-0.91519571769979E+03 1.093952
-0.91519598233239E+03 1.086056
-0.91519621849468E+03 1.078162
-0.91519642274726E+03 1.070270
-0.91519659148553E+03 1.062379
-0.91519672093270E+03 1.054490
-0.91519680713215E+03 1.046602
-0.91519684593953E+03 1.038716
-0.91519683301435E+03 1.030832
-0.91519676381113E+03 1.022950
-0.91519663356999E+03 1.015070
-0.91519643730672E+03 1.007191
-0.91519616980244E+03 0.999315
-0.91519582559260E+03 0.991440
-0.91519539895523E+03 0.983567
